authors,title,views,citations
 Zhou   Zhou ,Robust Variable Selection With Exponential Squared Loss,1349,29
 Zhou   Zhou ,Efficient Robust Regression via Two-Stage Generalized Empirical Likelihood,1047,6
 Zhou   Zhou ,Bayesian Gaussian Copula Factor Models for Mixed Data,1157,24
 Zhou   Zhou ,Nonparametric Identification of Copula Structures,687,6
 Zhou   Zhou ,Copula-Based Regression Estimation and Inference,1250,17
 Zhou   Zhou ,Simulated Method of Moments Estimation for Copula-Based Multivariate Models,751,11
 Zhou   Zhou ,Linear Transformation Model With Parametric Covariate Transformations,574,0
 Zhou   Zhou ,Simultaneous Grouping Pursuit and Feature Selection Over an Undirected Graph,711,10
 Zhou   Zhou ,Heteroscedasticity and Autocorrelation Robust Structural Change Detection,753,10
 Zhou   Zhou ,The Poisson Compound Decision Problem Revisited,900,5
